student,rater,style,org,conv,sent_form
234,9,2,1,1,1
234,10,2,1,1,2
234,11,2,1,1,1
234,12,2,2,2,1
234,13,2,2,1,2
234,14,2,1,1,1
234,15,2,1,1,1
234,16,1,1,1,1
234,17,2,1,2,1
234,18,2,1,1,2
234,19,2,1,1,1
234,20,2,1,1,2
234,21,1,1,1,1
238,1,1,1,2,1
238,2,2,1,1,1
238,3,1,1,2,1
238,4,1,1,1,1
238,5,2,1,1,1
238,6,1,1,2,2
238,7,1,1,1,1
238,8,1,2,2,2
238,9,1,1,1,1
238,10,1,1,2,2
238,11,2,2,2,2
238,12,2,1,2,2
238,13,2,2,1,1
238,14,2,2,2,1
238,15,2,2,1,2
238,16,2,2,2,2
238,17,1,2,2,2
238,18,2,1,2,1
238,19,1,2,2,1
238,20,2,2,2,2
238,21,1,1,2,2
242,1,2,2,2,2
242,2,2,2,2,1
242,3,2,2,3,3
242,4,2,2,3,3
242,5,2,2,3,3
242,6,2,2,3,3
242,7,2,2,3,3
242,8,2,2,2,2
242,9,2,2,3,2
242,10,3,2,2,3
242,11,2,3,3,3
242,12,2,3,3,2
242,13,2,2,3,3
242,14,2,2,2,2
242,15,2,3,2,3
242,16,2,1,2,2
242,17,2,2,3,2
242,18,2,2,2,2
242,19,2,2,3,3
242,20,2,2,2,3
242,21,2,1,2,2
246,1,3,3,3,3
246,2,3,3,3,3
246,3,3,3,3,3
246,4,2,2,3,3
246,5,3,3,4,4
246,6,2,3,3,3
246,7,2,2,3,2
246,8,2,3,3,3
246,9,2,2,2,3
246,10,3,3,3,3
246,11,3,4,3,4
246,12,2,3,3,3
246,13,2,3,2,2
246,14,2,2,3,3
246,15,1,3,3,2
246,16,3,3,3,3
246,17,3,2,3,2
246,18,2,2,3,3
246,19,2,1,2,3
246,20,1,2,2,3
246,21,2,2,3,4
251,1,3,3,3,4
251,2,3,3,3,4
251,3,3,4,3,3
251,4,3,3,3,3
251,5,4,4,4,4
251,6,4,3,4,4
251,7,3,3,4,4
251,8,4,3,4,4
251,9,4,4,4,4
251,10,4,3,3,4
251,11,4,4,4,4
251,12,4,3,4,4
251,13,4,3,3,4
251,14,3,3,4,4
251,15,4,3,3,4
251,16,3,3,4,4
251,17,3,3,4,4
251,18,4,4,3,4
251,19,3,3,4,4
251,20,4,3,3,4
251,21,4,3,3,4
255,1,3,3,3,3
255,2,3,3,3,3
255,3,3,3,3,3
255,4,3,3,3,3
255,5,4,3,3,3
255,6,2,2,3,3
255,7,3,3,3,3
255,8,3,3,3,3
255,9,3,3,3,3
255,10,4,4,4,4
255,11,2,2,3,3
255,12,3,3,3,3
255,13,3,3,3,3
255,14,3,3,3,2
255,15,4,3,3,3
255,16,3,2,3,3
255,17,3,3,3,3
255,18,3,2,2,2
255,19,3,2,3,2
255,20,3,2,3,3
255,21,3,3,3,3
259,1,3,3,4,4
259,2,3,3,3,3
259,3,4,4,4,4
259,4,3,3,4,4
259,5,4,3,3,3
259,6,4,3,4,4
259,7,4,3,3,3
259,8,3,2,4,3
259,9,3,3,3,3
259,10,4,3,4,4
259,11,3,3,3,4
259,12,3,2,3,3
259,13,3,3,3,3
259,14,3,3,4,4
259,15,4,4,3,4
259,16,3,3,3,3
259,17,3,3,4,4
259,18,3,3,3,4
259,19,3,2,3,4
259,20,3,3,4,4
259,21,3,3,3,4
263,1,4,4,4,4
263,2,4,4,4,4
263,3,3,3,4,4
263,4,4,3,4,4
263,5,4,4,4,4
263,6,4,4,4,4
263,7,4,4,4,4
263,8,4,3,4,4
263,9,3,3,4,4
263,10,4,4,4,4
263,11,4,4,4,4
263,12,4,3,4,4
263,13,4,4,3,4
263,14,3,3,4,4
263,15,4,4,4,4
263,16,4,3,3,3
263,17,4,3,4,4
263,18,3,4,3,3
263,19,4,3,3,4
263,20,3,3,3,4
263,21,4,4,4,4
267,1,2,2,2,3
267,2,2,2,2,3
267,3,2,2,3,3
267,4,2,2,3,3
267,5,2,2,2,3
267,6,2,3,3,3
267,7,2,2,2,3
267,8,2,2,2,4
267,9,2,1,2,2
267,10,2,2,2,3
267,11,3,3,3,3
267,12,3,2,2,3
267,13,2,2,2,3
267,14,2,2,2,2
267,15,3,2,2,3
267,16,2,2,2,2
267,17,2,2,2,3
267,18,1,2,2,2
267,19,2,2,3,3
267,20,2,1,1,3
267,21,2,1,2,2
272,1,4,4,4,4
272,2,4,4,4,4
272,3,4,4,4,4
272,4,4,4,4,4
272,5,4,4,4,4
272,6,4,4,4,4
272,7,4,4,4,4
272,8,4,4,4,4
272,9,4,4,4,4
272,10,4,4,4,4
272,11,4,4,4,4
272,12,4,4,4,4
272,13,4,4,4,4
272,14,4,4,4,4
272,15,3,4,3,4
272,16,4,4,4,4
272,17,3,4,4,4
272,18,4,4,4,4
272,19,4,4,4,4
272,20,4,4,4,4
272,21,3,4,4,4
276,1,2,2,3,3
276,2,2,2,3,3
276,3,2,2,3,3
276,4,3,2,3,3
276,5,3,3,2,3
276,6,3,2,2,3
276,7,2,2,2,2
276,8,2,2,3,4
276,9,2,2,3,3
276,10,2,2,3,3
276,11,2,2,3,3
276,12,2,2,3,3
276,13,2,3,3,3
276,14,2,2,3,3
276,15,3,3,3,3
276,16,2,2,2,3
276,17,2,2,2,2
276,18,2,3,3,3
276,19,2,2,2,3
276,20,2,2,3,3
276,21,3,2,2,3
280,1,2,2,3,3
280,2,2,2,3,2
280,3,3,3,3,3
280,4,2,2,2,2
280,5,3,2,2,3
280,6,2,2,3,4
280,7,2,3,2,3
280,8,2,2,2,2
280,9,2,2,2,2
280,10,3,3,3,4
280,11,2,2,2,3
280,12,2,3,3,3
280,13,2,2,2,2
280,14,2,2,2,2
280,15,2,3,3,2
280,16,2,2,3,2
280,17,2,2,2,2
280,18,2,2,2,2
280,19,2,3,3,3
280,20,2,2,3,4
280,21,1,1,2,2
284,1,3,2,3,3
284,2,3,3,3,3
284,3,2,3,3,3
284,4,2,2,3,3
284,5,3,2,2,3
284,6,3,2,3,3
284,7,3,2,3,2
284,8,3,2,3,3
284,9,3,3,3,3
284,10,3,2,3,3
284,11,4,3,3,3
284,12,2,2,3,3
284,13,4,3,3,2
284,14,3,2,3,3
284,15,3,3,3,3
284,16,3,2,3,3
284,17,3,3,4,3
284,18,2,2,3,3
284,19,4,3,4,3
284,20,3,2,3,3
284,21,2,3,3,3
288,1,4,4,4,4
288,2,4,4,4,4
288,3,4,4,4,4
288,4,4,4,4,4
288,5,4,4,4,4
288,6,4,4,4,4
288,7,4,4,4,4
288,8,4,3,4,4
288,9,4,4,4,4
288,10,4,4,4,4
288,11,4,4,4,4
288,12,4,4,4,4
288,13,4,4,4,4
288,14,4,4,4,4
288,15,4,4,4,4
288,16,4,4,4,4
288,17,4,4,4,4
288,18,4,4,4,4
288,19,4,4,4,4
288,20,4,4,4,4
288,21,4,4,4,4
293,1,4,4,4,4
293,2,4,4,4,4
293,3,4,4,4,4
293,4,4,4,4,4
293,5,4,4,4,4
293,6,3,4,4,4
293,7,4,4,4,4
293,8,4,4,4,4
293,9,4,4,4,4
293,10,4,3,4,4
293,11,4,4,4,4
293,12,4,4,4,4
293,13,4,4,4,4
293,14,4,4,4,4
293,15,4,4,4,4
293,16,4,4,4,4
293,17,4,4,4,4
293,18,4,4,3,4
293,19,4,4,4,4
293,20,4,4,4,4
293,21,4,4,4,4
297,1,3,2,3,3
297,2,3,2,3,3
297,3,4,4,3,4
297,4,3,2,4,4
297,5,4,4,4,4
297,6,3,2,3,3
297,7,4,4,4,4
297,8,2,3,3,4
297,9,2,2,3,3
297,10,3,2,3,3
297,11,2,2,2,3
297,12,3,2,3,4
297,13,4,3,3,4
297,14,2,2,3,3
297,15,3,3,3,4
297,16,2,2,3,3
297,17,3,2,3,3
297,18,3,2,3,4
297,19,4,3,3,4
297,20,3,3,3,4
297,21,3,3,4,4
301,1,4,4,3,4
301,2,4,3,3,4
301,3,3,3,4,4
301,4,4,3,3,4
301,5,3,3,2,2
301,6,4,4,3,4
301,7,3,4,3,4
301,8,3,3,3,4
301,9,3,3,3,4
301,10,3,3,3,4
301,11,4,3,3,4
301,12,3,3,3,4
301,13,3,3,3,4
301,14,4,4,3,4
301,15,4,3,3,4
301,16,4,3,3,3
301,17,3,3,3,4
301,18,3,3,3,3
301,19,3,4,3,3
301,20,3,3,3,4
301,21,3,3,3,4
305,1,4,3,4,4
305,2,4,3,3,3
305,3,2,2,4,4
305,4,3,3,3,3
305,5,4,4,4,4
305,6,4,4,4,4
305,7,4,4,4,4
305,8,3,3,3,3
305,9,3,3,3,4
305,10,3,3,4,4
305,11,4,3,4,4
305,12,3,3,3,4
305,13,4,4,4,4
305,14,4,4,4,4
305,15,4,3,4,4
305,16,4,4,4,4
305,17,3,3,4,4
305,18,4,3,3,4
305,19,3,2,3,3
305,20,3,3,3,4
305,21,4,3,4,4
309,1,3,3,3,3
309,2,3,2,3,3
309,3,3,3,3,2
309,4,3,2,3,2
309,5,4,3,3,3
309,6,3,4,3,3
309,7,3,4,2,3
309,8,3,2,3,3
309,9,3,2,3,3
309,10,3,3,4,3
309,11,4,3,3,3
309,12,3,3,3,3
309,13,3,3,3,3
309,14,3,2,3,3
309,15,4,3,3,4
309,16,3,2,3,2
309,17,3,3,3,3
309,18,2,2,3,3
309,19,3,2,3,3
309,20,3,2,3,3
309,21,4,3,2,2
314,1,3,3,3,3
314,2,3,3,3,4
314,3,3,3,4,3
314,4,3,3,3,4
314,5,4,4,4,4
314,6,3,3,4,4
314,7,3,3,4,4
314,8,3,3,3,4
314,9,2,2,3,3
314,10,3,3,4,4
314,11,2,3,3,3
314,12,3,4,3,4
314,13,2,3,2,3
314,14,2,3,4,3
314,15,3,3,3,4
314,16,2,3,3,3
314,17,2,2,3,3
314,18,2,3,4,3
314,19,2,3,4,4
314,20,3,3,4,4
314,21,2,2,3,3
318,1,2,2,2,3
318,2,2,2,2,3
318,3,2,2,3,3
318,4,3,3,2,3
318,5,2,2,1,2
318,6,3,3,3,4
318,7,2,3,3,3
318,8,2,2,2,3
318,9,2,2,2,3
318,10,3,3,3,4
318,11,3,3,3,3
318,12,3,3,2,3
318,13,3,2,2,3
318,14,3,2,2,3
318,15,3,2,3,3
318,16,3,3,2,3
318,17,2,2,2,3
318,18,2,2,2,3
318,19,2,2,3,3
318,20,2,2,3,3
318,21,2,2,3,3
322,1,4,4,4,4
322,2,4,4,4,4
322,3,3,3,3,3
322,4,4,4,4,4
322,5,4,4,4,4
322,6,4,3,4,4
322,7,4,4,4,4
322,8,4,4,4,3
322,9,3,3,3,4
322,10,4,3,3,4
322,11,4,4,4,4
322,12,4,4,4,4
322,13,4,4,3,3
322,14,4,3,4,4
322,15,4,4,4,4
322,16,4,4,4,4
322,17,4,4,4,4
322,18,4,2,2,3
322,19,4,4,4,4
322,20,4,4,3,4
322,21,4,4,4,4
326,1,4,3,3,3
326,2,4,3,3,3
326,3,3,3,3,3
326,4,3,2,2,3
326,5,3,4,3,4
326,6,3,3,3,3
326,7,3,3,2,3
326,8,3,2,2,2
326,9,3,3,3,3
326,10,3,2,2,3
326,11,3,3,3,3
326,12,4,3,3,3
326,13,4,4,3,2
326,14,3,3,3,3
326,15,4,4,3,3
326,16,3,3,2,2
326,17,3,3,3,3
326,18,2,3,2,2
326,19,4,4,3,3
326,20,4,3,2,3
326,21,3,2,3,4
330,1,4,3,4,4
330,2,4,3,4,4
330,3,3,3,4,4
330,4,3,3,4,4
330,5,4,4,4,4
330,6,4,3,4,4
330,7,3,4,3,4
330,8,4,3,4,4
330,9,4,4,4,4
330,10,4,4,3,4
330,11,4,3,3,4
330,12,4,3,3,3
330,13,3,3,3,3
330,14,3,3,4,4
330,15,4,3,3,4
330,16,4,3,3,4
330,17,3,3,3,4
330,18,4,3,3,3
330,19,3,4,4,4
330,20,4,3,3,4
330,21,4,4,4,4
335,1,3,3,3,4
335,2,3,3,3,3
335,3,3,3,4,3
335,4,3,3,3,4
335,5,3,3,2,3
335,6,4,4,3,4
335,7,3,3,3,4
335,8,3,3,3,4
335,9,4,3,3,3
335,10,4,4,4,4
335,11,3,3,3,3
335,12,4,4,4,4
335,13,3,3,3,3
335,14,3,3,4,4
335,15,3,4,3,3
335,16,3,3,3,4
335,17,3,3,4,4
335,18,3,3,2,3
335,19,3,4,3,3
335,20,3,3,2,3
335,21,3,3,3,3
339,1,3,3,3,3
339,2,3,2,3,3
339,3,3,3,3,4
339,4,3,3,3,4
339,5,4,3,3,3
339,6,3,3,3,3
339,7,3,3,4,4
339,8,3,2,3,3
339,9,3,3,3,3
339,10,4,4,4,4
339,11,3,3,3,3
339,12,3,3,3,3
339,13,3,3,3,3
339,14,3,3,3,3
339,15,3,3,3,4
339,16,2,2,3,3
339,17,3,3,4,4
339,18,3,3,3,4
339,19,2,2,3,3
339,20,4,4,4,4
339,21,2,2,2,2
343,1,3,4,4,4
343,2,3,3,4,4
343,3,3,3,4,3
343,4,3,3,3,3
343,5,4,3,3,3
343,6,4,4,4,4
343,7,3,2,2,3
343,8,4,4,4,4
343,9,4,4,4,4
343,10,3,3,3,4
343,11,3,3,3,4
343,12,3,3,3,4
343,13,3,3,3,4
343,14,4,3,4,4
343,15,4,3,3,3
343,16,3,3,3,4
343,17,3,3,4,4
343,18,3,3,2,3
343,19,3,3,2,4
343,20,3,3,3,4
343,21,4,3,4,4
347,1,3,3,3,4
347,2,3,2,3,3
347,3,4,3,3,3
347,4,3,2,3,3
347,5,4,3,4,4
347,6,3,3,4,4
347,7,4,4,4,4
347,8,3,3,3,3
347,9,3,3,3,3
347,10,4,3,3,3
347,11,2,2,2,3
347,12,3,3,3,4
347,13,3,3,3,3
347,14,3,2,3,3
347,15,3,3,3,3
347,16,3,2,3,3
347,17,3,2,3,3
347,18,4,2,3,3
347,19,3,2,3,3
347,20,3,3,3,4
347,21,4,4,4,4
351,1,1,2,2,3
351,2,2,2,3,3
351,3,2,2,2,2
351,4,2,2,2,3
351,5,3,3,2,3
351,6,1,2,2,3
351,7,2,2,2,2
351,8,2,1,2,2
351,9,1,1,2,2
351,10,2,2,2,3
351,11,2,2,2,3
351,12,2,2,2,2
351,13,1,2,2,3
351,14,2,2,2,3
351,15,1,2,2,3
351,16,2,2,3,3
351,17,1,1,2,2
351,18,2,2,2,2
351,19,2,2,3,3
351,20,1,1,2,3
351,21,2,2,2,2
356,1,1,1,2,1
356,2,2,1,2,1
356,3,1,1,2,2
356,4,1,1,1,1
356,5,1,1,1,1
356,6,2,1,2,1
356,7,1,1,1,1
356,8,1,1,1,1
356,9,1,1,1,1
356,10,2,2,2,3
356,11,2,2,2,2
356,12,2,2,2,2
356,13,2,1,2,1
356,14,2,2,2,2
356,15,2,2,2,3
356,16,2,1,2,1
356,17,1,1,1,1
356,18,1,1,2,1
356,19,1,1,1,2
356,20,1,1,1,1
356,21,1,1,1,2
360,1,2,2,3,3
360,2,2,3,3,3
360,3,2,2,2,3
360,4,2,2,2,3
360,5,2,2,2,3
360,6,2,2,3,3
360,7,2,2,3,3
360,8,2,3,3,3
360,9,2,2,2,3
360,10,2,2,3,3
360,11,2,2,3,3
360,12,2,2,3,3
360,13,2,3,2,3
360,14,2,2,3,3
360,15,2,3,3,4
360,16,2,2,3,3
360,17,2,2,3,2
360,18,3,2,3,3
360,19,2,2,2,3
360,20,2,2,2,3
360,21,2,2,3,3
364,1,3,3,3,3
364,2,3,2,3,4
364,3,3,3,4,4
364,4,3,2,3,3
364,5,3,2,3,3
364,6,3,2,3,3
364,7,3,2,3,3
364,8,2,2,3,3
364,9,3,2,3,3
364,10,3,2,3,3
364,11,3,2,3,3
364,12,3,2,2,3
364,13,3,2,2,2
364,14,3,2,4,3
364,15,3,3,3,3
364,16,3,2,3,3
364,17,3,3,3,3
364,18,3,3,2,2
364,19,2,2,2,3
364,20,3,3,3,4
364,21,3,3,4,4
368,1,2,2,2,2
368,2,2,2,2,2
368,3,2,2,2,2
368,4,2,2,2,1
368,5,2,2,2,2
368,6,2,2,3,2
368,7,2,2,1,2
368,8,2,2,2,2
368,9,2,2,2,2
368,10,3,2,2,2
368,11,2,2,2,3
368,12,3,2,2,2
368,13,2,2,1,1
368,14,2,2,2,1
368,15,3,3,2,3
368,16,2,1,2,2
368,17,3,2,2,2
368,18,1,2,2,2
368,19,2,3,3,4
368,20,2,2,2,2
368,21,2,2,3,3
372,1,4,4,4,4
372,2,3,4,4,4
372,3,4,4,4,4
372,4,3,4,4,4
372,5,4,4,4,4
372,6,4,4,4,4
372,7,4,4,4,4
372,8,3,4,4,4
372,9,4,4,4,4
372,10,4,4,4,4
372,11,3,3,3,4
372,12,4,4,4,4
372,13,3,4,4,4
372,14,2,3,4,4
372,15,3,4,4,4
372,16,3,4,4,4
372,17,3,3,4,4
372,18,3,3,4,4
372,19,2,3,3,4
372,20,3,3,4,4
372,21,4,4,3,4
377,1,4,4,4,4
377,2,3,4,4,4
377,3,4,4,4,4
377,4,3,3,4,4
377,5,4,4,4,4
377,6,4,4,4,4
377,7,4,4,4,4
377,8,4,4,4,4
377,9,4,4,4,4
377,10,4,4,4,4
377,11,4,4,4,4
377,12,4,3,3,4
377,13,4,4,4,4
377,14,4,4,4,4
377,15,4,4,4,4
377,16,3,4,4,4
377,17,4,4,4,4
377,18,3,4,4,4
377,19,4,4,4,4
377,20,4,4,4,4
377,21,4,4,4,4
381,1,4,3,3,3
381,2,3,3,3,3
381,3,4,4,3,3
381,4,4,3,3,4
381,5,4,3,3,3
381,6,4,3,3,4
381,7,4,3,4,4
381,8,4,3,3,3
381,9,3,3,3,3
381,10,4,3,3,3
381,11,3,3,3,4
381,12,3,3,3,4
381,13,3,2,3,3
381,14,3,2,3,2
381,15,4,3,3,3
381,16,3,2,3,3
381,17,3,3,3,3
381,18,4,3,3,3
381,19,3,2,3,3
381,20,4,3,3,4
381,21,4,4,3,4
385,1,4,3,4,4
385,2,4,3,4,4
385,3,3,3,3,4
385,4,4,3,4,4
385,5,3,3,3,4
385,6,3,3,3,3
385,7,4,4,4,4
385,8,3,2,3,3
385,9,3,3,4,3
385,10,4,3,4,4
385,11,3,3,3,4
385,12,3,3,3,4
385,13,3,4,3,4
385,14,4,3,4,4
385,15,4,3,3,4
385,16,3,3,3,3
385,17,3,3,4,4
385,18,3,3,4,4
385,19,3,4,3,3
385,20,3,4,4,4
385,21,2,3,3,4
389,1,2,2,2,2
389,2,2,2,2,2
389,3,2,2,3,3
389,4,2,2,2,3
389,5,2,2,2,2
389,6,2,2,3,3
389,7,3,3,3,3
389,8,2,2,2,2
389,9,2,2,3,3
389,10,2,2,3,3
389,11,2,2,3,3
389,12,1,2,2,2
389,13,2,2,2,2
389,14,2,2,2,2
389,15,2,3,2,3
389,16,2,3,3,3
389,17,2,2,3,2
389,18,3,2,3,3
389,19,2,2,3,3
389,20,2,2,2,3
389,21,2,2,3,3
393,1,2,2,2,2
393,2,3,3,3,2
393,3,2,2,2,3
393,4,2,2,2,2
393,5,2,1,1,1
393,6,2,2,2,2
393,7,1,2,2,3
393,8,1,1,1,2
393,9,2,2,2,2
393,10,2,2,2,2
393,11,2,2,2,3
393,12,2,3,2,3
393,13,2,2,1,2
393,14,2,2,3,1
393,15,2,2,2,3
393,16,2,2,2,2
393,17,2,2,3,2
393,18,2,2,3,2
393,19,2,2,2,2
393,20,2,2,3,3
393,21,2,2,3,3
398,1,2,2,2,2
398,2,2,2,2,2
398,3,1,1,2,2
398,4,1,2,2,2
398,5,2,2,2,2
398,6,2,2,2,2
398,7,1,1,1,2
398,8,2,2,2,3
398,9,2,2,2,2
398,10,2,2,2,2
398,11,2,2,2,2
398,12,2,3,3,3
398,13,1,2,2,2
398,14,1,2,2,2
398,15,2,3,2,3
398,16,2,3,3,3
398,17,1,2,2,2
398,18,3,3,2,2
398,19,2,2,2,3
398,20,2,2,2,3
398,21,2,2,2,2
402,1,2,2,2,2
402,2,3,3,2,2
402,3,2,3,3,3
402,4,3,2,2,3
402,5,3,2,3,2
402,6,1,1,2,2
402,7,2,3,3,4
402,8,3,3,2,3
402,9,2,2,3,3
402,10,3,2,3,3
402,11,2,2,3,3
402,12,3,2,3,3
402,13,2,2,2,3
402,14,2,2,3,2
402,15,3,3,2,3
402,16,2,2,2,2
402,17,2,2,3,2
402,18,2,2,2,3
402,19,2,2,3,3
402,20,3,3,3,3
402,21,2,2,3,3
406,1,3,3,2,2
406,2,3,3,3,3
406,3,3,3,2,3
406,4,3,3,2,2
406,5,4,4,3,3
406,6,3,3,3,3
406,7,4,3,3,3
406,8,4,3,3,2
406,9,2,2,2,2
406,10,4,3,2,3
406,11,3,3,3,3
406,12,3,3,3,3
406,13,3,2,2,2
406,14,3,2,3,2
406,15,3,3,2,3
406,16,4,3,3,2
406,17,3,3,3,3
406,18,2,2,2,2
406,19,3,2,2,2
406,20,3,2,2,3
406,21,4,3,3,4
410,1,1,1,1,1
410,2,1,1,1,1
410,3,1,1,1,1
410,4,1,1,1,1
410,5,2,1,1,1
410,6,2,1,1,1
410,7,1,1,1,1
410,8,2,1,1,1
410,9,1,1,1,1
410,10,1,1,2,1
410,11,1,1,1,1
410,12,1,1,1,1
410,13,1,1,1,1
410,14,1,1,1,1
410,15,1,1,1,1
410,16,1,1,1,2
410,17,1,1,1,1
410,18,1,1,1,1
410,19,1,1,1,1
410,20,1,1,1,1
410,21,2,1,1,2
414,1,3,3,3,4
414,2,3,2,3,4
414,3,3,3,4,4
414,4,3,3,3,4
414,5,4,4,3,4
414,6,4,3,4,4
414,7,2,3,3,3
414,8,3,3,4,4
414,9,3,2,3,3
414,10,3,3,4,4
414,11,3,3,3,3
414,12,4,3,3,3
414,13,3,2,3,3
414,14,4,3,4,4
414,15,3,3,4,4
414,16,3,2,3,3
414,17,3,3,4,3
414,18,3,3,3,3
414,19,3,3,4,4
414,20,4,4,4,4
414,21,3,3,4,4
419,1,3,4,4,4
419,2,2,3,3,4
419,3,3,3,4,4
419,4,3,4,3,4
419,5,4,4,3,4
419,6,4,4,4,4
419,7,3,4,4,4
419,8,4,4,4,3
419,9,4,4,4,4
419,10,4,4,4,4
419,11,3,3,3,4
419,12,4,3,3,3
419,13,4,4,4,4
419,14,3,3,4,4
419,15,3,4,3,4
419,16,3,3,3,4
419,17,2,3,3,3
419,18,4,4,3,3
419,19,3,4,4,4
419,20,4,4,3,4
419,21,3,2,3,4
423,1,3,3,3,4
423,2,3,3,3,3
423,3,4,4,4,4
423,4,3,3,3,3
423,5,3,3,3,3
423,6,3,3,4,3
423,7,3,3,3,3
423,8,3,3,3,3
423,9,3,2,3,3
423,10,3,3,3,4
423,11,3,2,3,4
423,12,3,3,3,3
423,13,3,3,3,3
423,14,3,3,4,4
423,15,4,4,3,4
423,16,3,3,3,3
423,17,3,3,3,4
423,18,3,3,2,3
423,19,3,3,3,3
423,20,3,3,3,4
423,21,3,3,3,4
427,1,4,4,4,4
427,2,4,3,3,4
427,3,3,3,4,4
427,4,4,4,3,4
427,5,4,4,3,4
427,6,4,4,4,4
427,7,3,4,3,4
427,8,3,3,3,3
427,9,3,3,3,4
427,10,4,3,4,4
427,11,3,3,3,4
427,12,4,4,3,3
427,13,4,4,4,4
427,14,4,4,3,4
427,15,4,4,3,4
427,16,4,4,4,4
427,17,3,4,4,4
427,18,4,3,4,4
427,19,3,4,4,4
427,20,3,3,3,4
427,21,3,3,3,4
431,1,2,2,2,2
431,2,2,2,2,2
431,3,2,2,2,3
431,4,1,2,2,2
431,5,1,1,2,2
431,6,1,2,2,3
431,7,1,2,3,3
431,8,2,2,2,2
431,9,2,2,2,2
431,10,2,1,2,2
431,11,2,3,2,3
431,12,2,2,2,2
431,13,2,3,2,2
431,14,2,2,2,2
431,15,2,3,2,3
431,16,1,2,1,2
431,17,2,2,2,2
431,18,2,2,2,2
431,19,1,1,1,3
431,20,1,2,2,3
431,21,1,1,2,2
435,1,3,3,3,3
435,2,3,2,3,3
435,3,3,3,3,3
435,4,3,3,3,3
435,5,3,3,3,3
435,6,4,3,3,3
435,7,3,4,3,4
435,8,3,3,4,4
435,9,3,2,3,3
435,10,3,2,3,3
435,11,3,3,3,4
435,12,3,3,3,3
435,13,3,3,3,3
435,14,3,3,3,3
435,15,3,3,2,3
435,16,3,3,3,3
435,17,3,3,4,3
435,18,3,3,3,3
435,19,3,3,3,3
435,20,3,3,3,3
435,21,4,3,3,4
440,1,3,4,3,3
440,2,3,3,3,3
440,3,3,3,3,4
440,4,4,4,3,4
440,5,4,3,3,4
440,6,3,4,3,4
440,7,3,3,3,4
440,8,3,3,3,4
440,9,3,3,3,3
440,10,3,3,3,4
440,11,3,3,3,4
440,12,3,3,3,4
440,13,3,3,3,4
440,14,3,3,4,3
440,15,3,3,3,3
440,16,3,3,3,4
440,17,2,2,3,3
440,18,2,2,3,4
440,19,2,3,3,4
440,20,3,3,4,4
440,21,3,3,3,4
444,1,1,1,1,1
444,2,1,1,1,1
444,3,1,1,1,1
444,4,1,1,1,1
444,5,1,1,1,1
444,6,1,1,1,1
444,7,1,1,1,1
444,8,1,1,1,1
444,9,1,1,1,1
444,10,1,1,1,1
444,11,1,1,1,1
444,12,1,1,1,1
444,13,1,1,1,1
444,14,1,2,2,1
444,15,1,1,1,1
444,16,1,2,1,1
444,17,1,1,1,1
444,18,1,1,1,1
444,19,1,1,1,1
444,20,1,1,1,1
444,21,1,1,1,1
448,1,3,3,4,4
448,2,3,3,3,4
448,3,3,3,3,3
448,4,3,3,4,4
448,5,3,3,4,4
448,6,4,4,4,4
448,7,3,4,3,4
448,8,2,3,3,4
448,9,3,3,3,4
448,10,3,3,4,4
448,11,3,3,3,4
448,12,4,3,3,3
448,13,4,4,4,4
448,14,3,3,4,4
448,15,4,3,3,4
448,16,3,4,3,4
448,17,3,4,4,4
448,18,4,4,4,4
448,19,3,4,4,4
448,20,3,3,3,4
448,21,3,4,4,4
452,1,3,4,4,4
452,2,4,3,3,4
452,3,4,4,4,4
452,4,4,4,4,4
452,5,4,4,3,4
452,6,3,2,3,4
452,7,2,3,3,3
452,8,4,3,3,4
452,9,3,4,3,4
452,10,3,3,3,4
452,11,4,4,4,4
452,12,3,3,4,4
452,13,4,3,4,4
452,14,4,4,4,4
452,15,2,3,3,4
452,16,3,3,3,3
452,17,3,3,4,4
452,18,2,2,3,3
452,19,4,4,4,4
452,20,3,3,4,4
452,21,3,3,4,4
456,1,2,2,3,3
456,2,2,2,2,3
456,3,2,2,2,3
456,4,3,3,3,3
456,5,2,2,2,3
456,6,3,3,3,3
456,7,2,2,3,2
456,8,2,2,2,3
456,9,2,2,3,3
456,10,4,2,3,3
456,11,3,2,2,3
456,12,2,3,3,3
456,13,2,3,3,3
456,14,2,1,2,3
456,15,3,2,3,3
456,16,2,2,2,3
456,17,2,2,3,3
456,18,2,1,2,2
456,19,2,1,3,3
456,20,2,2,3,3
456,21,3,1,2,2
461,1,2,2,2,2
461,2,2,3,3,2
461,3,2,2,3,2
461,4,2,2,2,2
461,5,2,2,2,3
461,6,2,2,3,3
461,7,2,2,2,2
461,8,2,2,2,3
461,9,1,1,1,1
461,10,2,2,2,2
461,11,2,2,2,2
461,12,1,2,2,2
461,13,2,2,2,2
461,14,2,2,2,2
461,15,2,2,3,3
461,16,2,2,3,3
461,17,2,2,2,2
461,18,2,2,2,2
461,19,2,2,3,3
461,20,1,2,2,2
461,21,2,2,2,2
465,1,2,2,3,3
465,2,2,2,3,3
465,3,3,2,2,3
465,4,2,2,3,3
465,5,2,2,3,3
465,6,2,2,3,3
465,7,2,3,3,3
465,8,2,2,3,3
465,9,2,2,3,3
465,10,2,2,3,3
465,11,2,3,3,3
465,12,2,3,3,3
465,13,2,3,3,3
465,14,2,2,3,3
465,15,4,3,3,3
465,16,2,2,3,3
465,17,2,2,3,3
465,18,2,3,3,2
